geo,text,user,location,entities,sentiment,country
, has lifted the paywall on all articles related to the #coronavirus out of concern for public health. Also… ,nhanson_reports,"Chico, CA",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Our #FlattenTheCurve graphic is now up on  with proper attribution &amp; a CC-BY-SA licence.  Please share far &amp; wide…,manaurism9,Dominican Republic,[''],"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5423}",Dominican Republic
,"  🇺🇸 President : ""The future does not belong to #Globalists; it belongs to #Patriots.""…",Patriotlana,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, Dr. Dena Grayson discusses the latest on #coronavirus.#COVID19 #CoronavirusPandemic ,windycityamar,best city in the world,"[('Dena Grayson', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
," This is how the British media is responding to Trump’s constant lies about #coronavirus Our media really, really needs…",seany_mac23,,"[('British', 'NORP'), ('Trump’s', 'ORG')]","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.4215}",
," 🚨🚨🚨Things are moving quickly with the #Coronavirus, and I already have an update regarding testing for the virus. Pl…",GrayGinther,,"[('Coronavirus', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," As a human race we will all get through this! We just have to band together as a community, country, continent, world, as…",businessSavvy13,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,The man stands up for mental health AND is doing his part for his NBA community. Him and Mark Cuban are setting the… ,ReddyRoopa,"Toronto, Canada","[('NBA', 'ORG'), ('Mark Cuban', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
, Iran's #coronavirus crisis is larger than #China's &amp; #Europe's because the regime is still acting ideological with less re…,KENANDOGAN1,https://www.instagram.com/kena,"[('Iran', 'GPE'), '', ('China', 'GPE'), ('Europe', 'LOC')]","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.6249}",Error
," Pressure works: after national call for #coronavirus ACTION not delay, McConnell canceled Senate recess. Now pass the damn bi…",Wandacalabrese1,,"['', ('McConnell', 'ORG'), ('Senate', 'ORG')]","{'neg': 0.214, 'neu': 0.7, 'pos': 0.086, 'compound': -0.4475}",
," #Coronavirus: UK action plan poised for 'social distancing' phaseDuring parliamentary debate, former health secretar…",Sanyeh1,Argyll and Northamptonshire,"['', ('UK', 'GPE')]","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.25}",UK
, does social media distancing flatten the curve? #coronavirus,HeavyFeatherRev,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,Published in March 2019 predicting #coronavirus outbreaks will originate from bats in China. But no one took it (an… ,SiliconHall,Ontario Tech. University,"[('March 2019', 'DATE'), '', ('China', 'GPE')]","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",Canada
, WATCH: The Serbian president coughs uncontrollably as a journalist asks him a question about #coronavirus.😳#COVID19 #C…,cmitch2108,,"[('Serbian', 'NORP'), ('about #coronavirus.😳#COVID19 #', 'MONEY')]","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3612}",
, The only two people in the world who ain't worried about no #coronavirus ,Keat420,"36.7282 N°, 76.5836 W°","[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",Error
, Don’t forget to pace your social media consumption around #coronavirus ,LCShah,"Los Angeles, CA",[],"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2263}",USA
, #BREAKING State of Kansas announces first #coronavirus death. Man in his 70s. Lived in a long term care facility in Wyandot…,RalphCSTEM,"Olathe, KS","[('Kansas', 'GPE'), ('first', 'ORDINAL'), '', ('his 70s', 'DATE'), ('Wyandot', 'NORP')]","{'neg': 0.155, 'neu': 0.717, 'pos': 0.127, 'compound': -0.1779}",USA
, It never ceases to amaze me to witness the bottomless depths of ’s willful ignorance.#CoronavirusPandemi…,Viccimn,"Somerset, California",[],"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.431}",USA
, So...here is Rudy touching all the mics following Mondays shoot around that has some people concerned... #TakeNote #utahjazz…,AndyVigil23,,"[('Mondays', 'DATE')]","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.34}",
, We sent a letter to Chicago's mayor and the CPS CEO today regarding their response to the #COVID19 #coronavirus pandemic. We…,GoGoGadgetHoe,Chicago Over Everything.,"[('Chicago', 'GPE'), ('CPS', 'ORG'), ('today', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Italy and South Korea saw their first #coronavirus cases in late January but they both had different testing responses and dra…,FenMorgana,,"[('Italy', 'GPE'), ('South Korea', 'GPE'), ('first', 'ORDINAL'), '', ('late January', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,  DONATE NOW to keep  #CA45  in Congress working #ForThePeople!#Covid_19 #Coronavir…,ottawatts,O-H-I-O,"['', ('Congress', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," For accommodations that are REQUIRED BY LAW. So, imagine my surprise (all disabled people’s surprise) when because of…",WYETTHASSP0KEN,D(M)V,[],"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3321}",USA
, CORONAVIRUS: THE PHARMA PANDEMIC  Has Big Pharma Primed us for a COVID Disaster?; ICAN’s CDC Lawsuit Under Attack; FOIAs…,annemdewey,,"[('PHARMA', 'ORG'), ('ICAN', 'ORG'), ('CDC', 'ORG'), ('Under Attack', 'PERSON')]","{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.6124}",
," So, you’ve probably seen mine and other disabled people’s pissed off tweets about the response to the #CoronaVirus. Y…",buddhacanvas,Stolen Land,"['', ('CoronaVirus', 'ORG')]","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.6369}",Error
, These are stressful and uncertain times for the world. Dealing with #coronavirus in both of my worlds of medicine and NHL remi…,kingstchiro,,"['', ('NHL', 'ORG')]","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.6705}",
," This #coronavirus *cannot* be stopped. It can only be slowed.Federal, state, and local officials need to SHUT DOWN EVE…",fringephile,"Oklahoma, USA","[('SHUT DOWN EVE', 'FAC')]","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}",USA
,#Coronavirus can’t get me if I don’t go to work ,luise_mtz,"Dallas, Texas",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Jesus Christ. Just learned that the reason Congress hasn’t been able to pass a #coronavirus relief bill yet for workers an…,bluedillygal,America,"[('Congress', 'ORG'), '']","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4767}",United States
," Gunners, our Manager has #CoronaVirus o!!! 😭  ⚽️",hajiselfpaid,"Lagos, Nigeria","['', ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nigeria
, Things move fast in two days.  then and now on the #coronavirus. Wow. ,Locke_Rubin,"Limerick, Ireland","[('two days', 'DATE'), '']","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5859}",Ireland
, WATCH: The Serbian president coughs uncontrollably as a journalist asks him a question about #coronavirus.😳#COVID19 #C…,debbie2debbie1,saint ,"[('Serbian', 'NORP'), ('about #coronavirus.😳#COVID19 #', 'MONEY')]","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3612}",USA
," Trump called the #coronavirus outbreak a Democratic ""hoax"" and said it was basically no worse than the flu. So please, yes,…",BooksHockey,"Chicago, IL","[('Trump', 'ORG'), '', ('Democratic', 'NORP')]","{'neg': 0.298, 'neu': 0.604, 'pos': 0.098, 'compound': -0.6494}",USA
, Tom Hanks' son Chet gave an update on his parent’s condition after they tested positive for #CoronaVirus. More: …,xx__alexiss,,"[(""Tom Hanks'"", 'PERSON'), '', ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",
,"Dear Kingsway community – As more information about the #coronavirus (COVID-19) outbreak in GTA is available, we ar… ",thekingswaybia,"Etobicoke, Toronto, ON, Canada","[('Kingsway', 'GPE'), '', ('GTA', 'ORG')]","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",Canada
," ""Let me summarize it in 4⃣ key areas.1⃣ Prepare and be ready.2⃣ Detect, protect and treat.3⃣ Reduce transmission.4⃣ Innova…",ryanisarapper,"Inglewood, CA","[('4⃣', 'CARDINAL'), ('Prepare', 'ORG'), ('Detect', 'GPE'), ('Reduce', 'PERSON')]","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",USA
, The general solution to #coronavirusIs shut everything down short-term in order to save everything long-termIt's EXAC…,AlexDevantier,Melbourne,"['', ('EXAC', 'ORG')]","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6705}",Australia
, The #coronavirus just ended our Disney vacation!  is closing for the 1st time in the history of the park. We need a un…,simply_samii95,leesville louisiana,"['', ('Disney', 'ORG'), ('1st', 'ORDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, . launches rapid response #coronavirus test | Center for Discovery and Innovation test reduces wait time from days…,JessPerry_NJ,NJ,"['', ('Center for Discovery', 'ORG'), ('Innovation', 'ORG')]","{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3818}",USA
, Perioperative Considerations for the 2019 Novel Coronavirus (COVID-19)#Coronavirus #COVID19 #Anesthesia #MedTwitter 🦠…,The_Gracey,Antarctica,"[('2019', 'DATE'), ('COVID-19)#Coronavirus #COVID19 #Anesthesia #', 'MONEY'), ('MedTwitter', 'ORG')]","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",Antarctica
, One Congresswoman interrogated the CDC director to the point he greenlit free #CoronaVirus testing for all Americans: …,xojudith_,"Balearic Islands, Spain","[('One', 'CARDINAL'), ('Congresswoman', 'GPE'), ('CDC', 'ORG'), '', ('CoronaVirus', 'ORG'), ('Americans', 'NORP')]","{'neg': 0.124, 'neu': 0.718, 'pos': 0.158, 'compound': 0.1779}",Spain
, The #Coronavirus outbreak has led to people panic-buying and clearing shelves. Please consider the elderly and weak - those…,tauloka,Dunya,[],"{'neg': 0.137, 'neu': 0.755, 'pos': 0.108, 'compound': -0.1531}",USA
, President  has taken bold action in response to the #Coronavirus. The steps the President announced in regar…,Doyle_Media,Sydney • 1.0 AU,"[('Coronavirus', 'MONEY')]","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",Australia
, Government #coronavirus science advisor Dr David Halpern tells me of plans to ‘cocoon’ vulnerable groups. …,YeahISa1dit,,"['', ('David Halpern', 'PERSON')]","{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}",
," The Executive response to #coronavirus has been so mind-blowingly botched, Trump really does need to be permanently linked to…",SheriShepherd16,Chicago ,"['', ('Trump', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Coronavirus: Death toll surpasses 1,000 in Italy as US suspends travel from Europe #Coronavirus ",obotthiman_kun,日本 東京,"[('1,000', 'CARDINAL'), ('Italy', 'GPE'), ('US', 'GPE'), ('Europe', 'LOC')]","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}",Japan
,Disneyland is closed. #truestory #coronavirus ,AVPhenom,"RSM, California","[('Disneyland', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Trump defends his decision to announce #coronavirus travel restrictions without consulting European officials, saying he had t…",mario76wawpl,war saw,"[('Trump', 'ORG'), '', ('European', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Poland
, How can the structure of a spike protein found on #coronavirus responsible for the #COVID-19 #outbreak help in its diagnos…,kath3etto,United States,"['', '']","{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6124}",United States
, Eagles postpone Dallas concert due to #coronavirus concerns:  ,TheMuslimHippie,DMV ,"[('Dallas', 'GPE'), '']","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",USA
,Low key waiting for #SulRoss to cancel classes for the rest of the semester especially since a lot of y’all from #SA 👀 #coronavirus #covid19,RD3taco,"El Paso, TX","[('SulRoss', 'MONEY'), '', '']","{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.4767}",USA
,Oh god... say it isn’t so... wheel of fortune is going to have to play reruns 😭 thanks a lot #coronavirus,ricko_nasty,,[''],"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6486}",
," This picture was taken last weekend at Mar-a-Lago. The guy in the hat standing next to Trump is Fábio Wajngarten, press secret…",JanieceStaton,"Beaverton, Oregon, USA","[('last weekend', 'DATE'), ('Mar-a-Lago', 'ORG'), ('Trump', 'ORG'), ('Fábio Wajngarten', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, People of my hometown #Siena sing a popular song from their houses along an empty street to warm their hearts during the…,korkybuczek,Standing at the gate of Vienna,[''],"{'neg': 0.073, 'neu': 0.735, 'pos': 0.192, 'compound': 0.4404}",Austria
," The son in law who did not solve the opioid crisis, nor bring peace to the Mideast, and is in charge of the “wall” project n…",forester6291,Long island ny,"[('Mideast', 'LOC')]","{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.8197}",USA
, WATCH: The Serbian president coughs uncontrollably as a journalist asks him a question about #coronavirus.😳#COVID19 #C…,NTexasRealtor4u,North Texas,"[('Serbian', 'NORP'), ('about #coronavirus.😳#COVID19 #', 'MONEY')]","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3612}",USA
, .     MUST review  proposed #coronavirus bill very carefully.…,rucofefe,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,Disneyland and Universal Studios closed. Which means Heaven is closed. Which means we are living in Hell on earth.… ,philipo81,,"[('Universal Studios', 'ORG')]","{'neg': 0.185, 'neu': 0.683, 'pos': 0.133, 'compound': -0.3182}",
, Vice President : The vast majority of Americans who contract the #Coronavirus will have flu like symptoms and ful…,GregoryChestnut,"Lilesville, NC","[('Americans', 'NORP')]","{'neg': 0.123, 'neu': 0.758, 'pos': 0.118, 'compound': -0.0258}",USA
,I dont think we are going to see any Motorsport for the next few months due to the Coronavirus its far to widesprea… ,PitLanePhoto,"Nantwich, England","[('Motorsport', 'FAC'), ('the next few months', 'DATE'), ('Coronavirus', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
,But seriously I Never thought our death 💀 will be made In China 🇨🇳 Too 😞#CoronaVirusUpdate #coronavirus #CoronavirusPandemic,kuamiufresh,Nigeria,"[('China', 'GPE'), '', ('CoronavirusPandemic', 'ORG')]","{'neg': 0.09, 'neu': 0.743, 'pos': 0.167, 'compound': 0.3498}",Nigeria
,What do you use to blow your nose? Attempting to see if the answer to this question is why people are stocking up… ,sammyjoxoxo,Wisconsin,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Kids and parents: You may have heard the word #coronavirus online or on TV. You probably have a lot of questions. Readthis…,njoylife2012,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,This goes to show you how quickly the random #emoji becomes a #sensation 😷🦠🧼#CoronavirusPandemic… ,SpaceKatStrat,"Houston, TX","['', '', ('\U0001f9a0', 'GPE'), '', ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, - 10 cases are under further investigation- 2 cases are listed as 'source not identified'- Cases under investigation - 1…,ThatSugaTaeTae,D⍺ydre⍺ming ℐn ℋope’s Ꮗorℓd ,"[('2', 'CARDINAL'), ('1', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Sweden
,"Q: Why aren't 🇺🇸 the USA public schools  closed yet ?A: Nobody to babysit the kids GOTTA BE REALISTIC ""… ",PRAISETRIUNEGOD,#worldwide ,"[('🇺', 'ORG'), ('USA', 'GPE'), ('GOTTA BE REALISTIC', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Soooo The Economy is about to take a hit and the Democrats answer is to Promise Americans Two weeks of Sick Leave.??Ok,…",Lyddiebugg,United States,"[('Democrats', 'NORP'), ('Promise Americans', 'PRODUCT'), ('Two weeks', 'DATE'), ('Sick Leave.??Ok', 'PERSON')]","{'neg': 0.147, 'neu': 0.761, 'pos': 0.092, 'compound': -0.3313}",United States
, .     MUST review  proposed #coronavirus bill very carefully.…,AaronSims31,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, The UK is currently on the same #coronavirus trajectory as Italy and still we don’t have mass testing. Mass testing has…,Dalma72166898,"Brighton, England","[('UK', 'GPE'), '', ('Italy', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
, stop spreading #coronavirus please using the power of the internet to let people know where the person who is confirmed wi…,trueblood_b,ireland,[''],"{'neg': 0.094, 'neu': 0.809, 'pos': 0.098, 'compound': 0.0258}",Ireland
," ""We are marshaling the full power of the Federal Government to protect the American people.” - President #…",WooWabi,,"[('the Federal Government', 'ORG'), ('American', 'NORP')]","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",
,"Come on , please do the right thing like  and allow rebooking of flights without a fee for… ",raquelquefois,"Sheffield, England",[],"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.6908}",UK
, 3 years of grad school and this is how it all ends #COVD19 #Coronavirus ,itsanadelrey,,"[('3 years', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, Muslim heros Asiyah and Jawad incredibly give out FREE #Coronavirus kit to the elderly. ,ArtisanPastry,Ontario,"[('Muslim', 'NORP'), ('Asiyah', 'GPE'), ('Jawad', 'PERSON')]","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.7647}",Canada
," Despite suspension of Umrah due to so called created Corona virus and no people allowed in the haram after Isha prayers, Alla…",shateeh_jr,Barcelona/Manchester,"[('Umrah', 'GPE'), ('Corona', 'GPE'), ('Isha', 'ORG')]","{'neg': 0.09, 'neu': 0.817, 'pos': 0.093, 'compound': 0.0202}",UK
